id,domain,taskId,topic,question,answerA,answerB,answerC,answerD,correctAnswer,answerIndex,rationale,difficulty,source,chapter,sourceItemId,status,coachBob,release,questionType,cognitiveLevel,studyRedirect,sourceUrl,integrationRelease,integrationDecision,appAction,contentHash,userApprovedForStaging,approvalRelease,priorStatus,reviewNotes
RPSGT-V877-D1-Q038,1,1A,Narcolepsy Comorbidities,Narcolepsy may coexist with which other sleep disorders?,Only primary insomnia,Only bruxism with no other disorders,"OSA, PLMD, and REM sleep behavior disorder",Only circadian disorders caused by blindness,C,2,"Narcolepsy can coexist with OSA, periodic limb movement disorder, and REM sleep behavior disorder.",Core,Clinician's Guide,Pg 215,RPSGT-V876-CORE-130,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,d2737492d6abaef0,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q039,1,1B,Secondary RLS,Secondary restless legs syndrome may be associated with which condition group?,Normal ferritin and no neurologic disease,Only primary snoring,Only high-frequency EEG artifact,"Iron deficiency, renal failure/uremia, diabetes mellitus, and Parkinson disease",D,3,"Secondary RLS may be associated with iron deficiency, renal failure/uremia, diabetes, and Parkinson disease.",Core,Clinical Atlas,Pg 30,RPSGT-V876-CORE-131,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,f09f219f6bef8c85,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q040,1,1B,Depression and REM,Which sleep architecture pattern is commonly associated with major depression?,Shortened REM latency and decreased slow-wave sleep,Absent REM sleep in all patients,Increased N3 in every patient,No measurable sleep architecture change,A,0,Major depression is commonly associated with shortened REM latency and decreased slow-wave sleep.,Core,Clinician's Guide,Pg 352,RPSGT-V876-CORE-132,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,f132388dffa9612c,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q041,1,1D,Hospital Screening,"In hospitalized adults at increased risk for OSA, what screening approach is supported in the source layer?",Ignore OSA risk until discharge in all cases,Use validated questionnaires or high-resolution pulse oximetry as part of evaluation/management,Start ASV in every patient,Use actigraphy to diagnose hypopneas,B,1,The source layer supports in-hospital screening for high-risk adults using validated questionnaires or high-resolution pulse oximetry as part of a clinical pathway.,Advanced,Inpatient OSA,Summary,RPSGT-V876-CORE-139,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,9d2c3d06a155f784,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q042,1,1D,Existing Treatment Continuation,A hospitalized patient already uses PAP for established sleep-disordered breathing. What is the general treatment-continuation principle?,Always stop PAP for all hospitalizations,Replace PAP with sleep hygiene alone,Continue established therapy when feasible rather than withholding it without reason,Switch every patient to oral appliance therapy without evaluation,C,2,"For hospitalized adults with established SDB therapy, the principle is to continue existing treatment, such as PAP or an oral appliance, when appropriate and feasible.",Core,Inpatient OSA,Summary,RPSGT-V876-CORE-140,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,7eb7fd804a73439b,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q043,1,1B,Adolescent Phase Delay,Which statement best describes adolescent phase delay?,A disorder limited to older adults,A complete absence of melatonin secretion in all teenagers,A respiratory event scored only during REM,A biologic circadian delay during puberty that can be worsened by evening light exposure,D,3,Adolescent phase delay reflects a biologic delay in circadian timing during puberty and can be influenced by increased evening light exposure.,Core,ESRS Textbook,Pg 88,RPSGT-V876-CORE-146,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a606aa95f887fc5e,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q044,1,1B,Aging Sleep Efficiency,How does sleep efficiency generally change with aging in the source layer?,It tends to decrease from adolescence into older age,It always increases to 100%,It is unrelated to aging,It can be measured only by ECG,A,0,"Sleep efficiency tends to decrease with age, with more awakenings and lighter sleep contributing to lower efficiency in older adults.",Core,ESRS Textbook,Pg 89,RPSGT-V876-CORE-147,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,4a75c79544d1e7e7,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q045,1,1B,Elderly Sleep Architecture,Which sleep architecture pattern is commonly seen with aging?,More N3 in all older adults and no N1,"More N1/N2, less N3, and fewer/slower spindles and K-complexes",Permanent REM-onset sleep every night,Loss of all wake after sleep onset,B,1,"With aging, N1 and N2 tend to increase, N3 tends to decrease, and sleep spindles/K-complexes may become less numerous and slower.",Core,ESRS Textbook,Pg 89,RPSGT-V876-CORE-148,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,76e7da4c16cabebb,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q046,1,1B,Elderly Phase Advance,Which circadian pattern is commonly seen in older adults?,Universal delayed sleep-wake phase disorder,No change in melatonin or timing,Phase advance with earlier bed and wake times,A requirement for MSLT in all cases,C,2,Older adults often shift toward morningness with earlier bed and wake times and may have reduced melatonin secretion.,Core,ESRS Textbook,Pg 89,RPSGT-V876-CORE-149,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,3984dc98a88ac0d8,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q047,1,1B,Cortisol Rhythm,Which statement best describes the cortisol rhythm?,It peaks only during stage N3 and never on awakening,It is controlled entirely by leg EMG tone,It has no circadian component,"It is primarily circadian, with a nadir around sleep onset and a peak shortly after awakening",D,3,Cortisol rhythm is primarily circadian; levels are low around sleep onset and peak shortly after awakening.,Advanced,ESRS Textbook,Pg 31,RPSGT-V876-CORE-160,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,71a7332689fbf4e4,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q048,1,1B,Prolactin PRL,What happens to prolactin levels across sleep in the source layer?,They increase at sleep onset and reach a zenith around midsleep,They stop being secreted during sleep,They rise only with obstructive apneas,They are used to score hypopneas,A,0,Prolactin levels increase with sleep onset and reach their highest point around midsleep.,Advanced,ESRS Textbook,Pg 32,RPSGT-V876-CORE-161,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,85f703c2ca9aff3b,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q049,1,1B,TSH Suppression,"How does sleep, especially slow-wave activity, affect TSH secretion in the source layer?",It causes TSH to score REM sleep,It has a suppressive effect on TSH secretion,It makes TSH the main marker of respiratory effort,It eliminates circadian influence on all hormones,B,1,Sleep and slow-wave activity have a suppressive effect on thyroid-stimulating hormone secretion.,Advanced,ESRS Textbook,Pg 32,RPSGT-V876-CORE-162,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,460f9e62c949eafe,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q050,1,1B,Melatonin Function,Melatonin is secreted by the pineal gland under control of which circadian structure?,Carotid body,Genioglossus muscle,Suprachiasmatic nucleus,Anterior tibialis,C,2,Melatonin secretion is controlled by the suprachiasmatic nucleus and can influence sleep onset and circadian phase.,Core,ESRS Textbook,Pg 23,RPSGT-V876-CORE-163,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a84987b2473bd641,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q051,1,1A,Nightmare Disorder,Which feature helps distinguish nightmare disorder from sleep terrors?,Complete amnesia with N3 arousal only,Mandatory oxygen desaturation,Presence of at least four limb movements,"Detailed dream recall after frightening dreams, usually from REM sleep",D,3,"Nightmare disorder involves frightening dreams with detailed recall, usually arising from REM sleep. Sleep terrors usually arise from NREM sleep and are often associated with amnesia.",Core,ICSD-3-TR,Summary,RPSGT-V876-CORE-169,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,a08a6220ffc5e8b6,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q052,1,1A,Catathrenia,What is catathrenia?,Sleep-related groaning with prolonged expiration and monotonous vocalization,Eating during sleep with amnesia only,Periodic limb movements every 5 to 90 seconds,Crescendo-decrescendo central breathing,A,0,"Catathrenia is sleep-related groaning characterized by prolonged expiration with monotonous vocalization, often during REM sleep.",Core,Chokroverty,Pg 193,RPSGT-V876-CORE-170,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,b7c24848c06a6ff4,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q053,1,1A,SRED,Sleep-related eating disorder is best described as:,Normal evening hunger before bedtime,Recurrent involuntary or partially conscious eating or drinking during the main sleep period,A respiratory event caused by mouth leak,A required feature of narcolepsy type 1,B,1,Sleep-related eating disorder involves recurrent episodes of involuntary or partially conscious eating or drinking during the main sleep period.,Core,Chokroverty,Pg 193,RPSGT-V876-CORE-171,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,f7295cdad277f013,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q054,1,1B,RLS and Pregnancy,Which statement about restless legs syndrome in pregnancy is most accurate?,It never occurs during pregnancy,It always requires PSG for diagnosis,"It is more common during pregnancy, especially the third trimester, and often improves after delivery",It is caused only by REM sleep without atonia,C,2,"RLS becomes more common during pregnancy, especially in the third trimester, and symptoms often improve or resolve after delivery.",Core,Clinician's Guide,Pg 333,RPSGT-V876-CORE-183,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,0a9475c354cad4a9,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q055,1,1B,Dementia and Sleep,What does sundowning refer to in dementia-related sleep/circadian disruption?,A required MSLT finding in narcolepsy,A term for Cheyne-Stokes breathing,A limb EMG calibration pattern,Evening agitation that may relate to circadian disruption or reduced SCN function,D,3,"Sundowning refers to evening agitation in dementia and may be related to circadian disruption, reduced SCN function, or disrupted environmental cues.",Core,Clinician's Guide,Pg 347,RPSGT-V876-CORE-184,Live,"Know the rule, then ask what the tech must do with it on study night.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,45b4401efe419a83,True,,Quality_Pass_Balanced_Ready,
RPSGT-V877-D1-Q056,1,1D,Oxygen and FiO2,"During PAP titration, when may supplemental oxygen be considered according to the staged source layer?","When awake supine room-air SpO2 is <=88%, or SpO2 remains <=88% for at least 5 minutes after obstructive events are controlled","Whenever the patient snores once, regardless of SpO2",Before trying PAP in all patients,Only when actigraphy shows wakefulness,A,0,"Supplemental oxygen may be added during PAP titration when baseline awake supine room-air SpO2 is <=88%, or when SpO2 remains <=88% for at least 5 minutes after obstructive events are controlled.",Advanced,Clinical Atlas/PAP Titration Guideline,Pg 454,RPSGT-V876-CORE-185,Live,"Oxygen can treat saturation, not obstruction. Fix obstruction first, then follow the oxygen rule.",v8.7.7-domain-1-question-upgrade,,,,,v8.7.14-rpsgtv2-integration-test-prep,PROVISIONALLY_CLEAR_PENDING_RAW_V15,Live for RPSGTv2.2026 staging by user approval; keep live RPSGT.2026 v8.7.5 untouched unless separately approved.,ed01d52746c16a85,True,,Quality_Pass_Balanced_Ready,
